comm_ID,INSPECTION_ID,REF_COMMODITY_ID,CERTIFIED_FACILITY_NAME,CERTIFIED_FACILITY_NUMBER,COMMODITY_CLASSIFICATION,COMMODITY_COMMON_NAME,COMMODITY_DISPLAY_NAME,COMMODITY_TAXONOMIC_DISPLAY_NAME,COMMODITY_HOST_TYPE,COMMODITY_TYPE,COUNTRY_OF_ORIGIN_NAME,CONSIGNEE_NAME,DESTINATION_STATE_NAME,DISPOSITION_CODE,GENUS_NAME,ENTRY_NUMBER,ENTRY_LINE_NUMBER,PGA_LINE_NUMBER,PRODUCER_ID,PRODUCER_NAME,PROPAGATIVE_MATERIAL_TYPE,QUANTITY,QUANTITY_UNITS_NAME,WADS_CODE,SAMPLING_UNITS,IS_RBS,RBS_STATUS,GROWING_MEDIA_PRESENCE,CREATED_DATETIME,INSPECTION_DATETIME,BROKER_NAME,CATEGORY,SUBCATEGORY,IMPORTER_NAME,INSPECTION_LOCATION_NAME,INSPECTION_LOCATION_ID,INSPECTION_NUMBER,PATHWAY_ID,PATHWAY,SHIPPER_NAME,INSPECTION_LOCATION_STATE_CODE,DOCUMENT_REVIEW_OVERTIME_ID,DOCUMENT_REVIEW_OVERTIME_NAME,INSPECTION_RESULTS_OVERTIME_ID,INSPECTION_RESULTS_OVERTIME_NAME,TAXONOMY_ORDER,TAXONOMY_FAMILY,TAXONOMY_GENUS,TAXONOMY_SPECIES,TAXONOMY_SUBSPECIES,MODE_OF_TRANSPORT,inspection,shipment,action,HOST_PROXIMITY_ID,HOST_PROXIMITY,year,month,TOTAL_SAMPLING_UNITS (rbs calc data),REQUIRED_NUMBER_OF_BOXES (rbs calc data)
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,1,,,,,Actinidia,,,,,Tanzania,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,2,,,,,Liatris,,,,,India,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,3,,,,,Agapanthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,4,,,,,Hyacinthus,,,,,Israel,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,5,,,,,Liatris,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,6,,,,,Aegilops,,,,,Netherlands,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,7,,,,,Aegilops,,,,,Japan,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
,7,,,,,Aegilops,,,,,Japan,,,,,,,,,,,20000,,,,1,,,,,,,,,,,,,None,,,,,,,,,,,,,,,0,,,2020,1,100,25
