,INSP_ID,Created_Datetime,Broker_Name,Category,Importer_Name,Inspection_Datetime,Inspection_Location_Name,Inspection_Location_ID,Inspection_Number,Pathway,Mode_Of_Transport,Shipper_Name,Subcategory,INSPECTION_LOCATION_STATE_CODE,DOCUMENT_REVIEW_OVERTIME_ID,DOCUMENT_REVIEW_OVERTIME_NAME,INSPECTION_RESULTS_OVERTIME_ID,INSPECTION_RESULTS_OVERTIME_NAME,Inspection_ID,Ref_Commodity_ID,Certified_Facility_Name,Certified_Facility_Number,Commodity_Classification,Commodity_Common_Name,Commodity_Display_Name,Commodity_Host_Type,Commodity_Taxonomic_Display_Name,Commodity_Type,Country_Of_Origin_Name,Consignee_Name,Destination_State_Name,Disposition_Code,Genus_Name,Entry_Number,Entry_Line_Number,PGA_Line_Number,Producer_ID,Producer_Name,Propagative_Material_Type,Quantity,Quantity_Units_Name,Quarantine_Recommendation,Regulatory_Type,Wads_Code,Sampling_Units,IS_RBS,RBS_STATUS,HAS_GROWING_MEDIA,PLANT_ORG_ID,Taxonomy_Order,Taxonomy_Family,Taxonomy_Genus,Taxonomy_Species,Taxonomy_Subspecies,inspection,year,month,shipment,action
15,,qJacPA0Ok6,ZCp0cqjNii,m1ADhIcPBm,wAm7a5MvC8,JRd9Jmtnwb,pI9DHBb1t0,3.4587e-319,4X8r7iQ4tu,TDc1KRL4Kt,sMgvMcCfaS,AEA1qaUtF3,OLSTA3nYlX,ufwcbcYhcS,0,RctEnJk4Gc,0,ZE19qZ1zwj,,0,7O9wDLwCUF,dGkkr1ZxL2,qXMRrSAtZi,kD3xcDeaDY,MxkXl1d58P,,HfMRBtRtMM,R4d13lsrak,Gyu9YUceWh,Zf3VJhVbGH,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,Rrk3XRuhqq,9PHv0zAk6Q,950,DciEbBIxss,,CN98MF9Oi1,g0aR0DnUPe,0,TRUE,,FALSE,0,NtCJZcQWKn,fCkCAHYs10,0nZGcIPYxi,4mIcTg4reQ,,1,2020,9,1,0
16,3.44695e-319,qJacPA0Ok6,ZCp0cqjNii,m1ADhIcPBm,wAm7a5MvC8,JRd9Jmtnwb,pI9DHBb1t0,3.4587e-319,4X8r7iQ4tu,TDc1KRL4Kt,sMgvMcCfaS,AEA1qaUtF3,OLSTA3nYlX,ufwcbcYhcS,0,RctEnJk4Gc,0,ZE19qZ1zwj,2.84033e-319,0,7O9wDLwCUF,XJxLp0g1aX,qXMRrSAtZi,kD3xcDeaDY,MxkXl1d58P,,HfMRBtRtMM,R4d13lsrak,Gyu9YUceWh,Zf3VJhVbGH,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,ysZXt8rscl,olzh5zRLVI,2740,DciEbBIxss,,CN98MF9Oi1,g0aR0DnUPe,0,TRUE,,FALSE,0,NtCJZcQWKn,fCkCAHYs10,0nZGcIPYxi,4mIcTg4reQ,,1,2020,9,1,0
17,,lRdzzAqI2L,pxMmN2pMRo,m1ADhIcPBm,blmcmFiUDJ,VCgpaTClQP,VEcJdNexEk,3.45905e-319,9e6NAGTanP,TDc1KRL4Kt,sMgvMcCfaS,EbKL1hCCSP,OLSTA3nYlX,LNJD2H0g8c,0,yzDJB5dWeP,0,Nt4RQXDroL,6.6599e-319,0,7O9wDLwCUF,,qXMRrSAtZi,PWigpNwBgj,tNaBGCPedE,,x1txHsmTsH,R4d13lsrak,QiSOKE9VWh,6KvOlPcDRW,QLUmjf4LH6,Yo8RgK5P5J,,,0,0,0,U11G9YRbD1,olzh5zRLVI,191300,DciEbBIxss,,i7wTLwzLRd,g0aR0DnUPe,0,FALSE,,FALSE,0,0VnD0JER4I,2UvWCMoD5A,kBgVN1jg1V,RZajE9PEH9,,1,2020,9,1,0
18,2.6338e-319,9W2c0Ji52n,QlOx59tNYu,m1ADhIcPBm,3oQmXEMQVy,JRd9Jmtnwb,pI9DHBb1t0,3.4587e-319,ehNl67yBx0,TDc1KRL4Kt,sMgvMcCfaS,AEA1qaUtF3,OLSTA3nYlX,ufwcbcYhcS,0,RctEnJk4Gc,0,ZE19qZ1zwj,3.18376e-319,0,7O9wDLwCUF,,qXMRrSAtZi,ud3xkzAqFe,s21lS9Jsay,,Z2RhLWHhuz,R4d13lsrak,2vtRwyToEE,bw5znlC8Wo,CvdCYFZIgz,Yo8RgK5P5J,,njqmDgNX0e,0,0,0,jug52IFcpy,olzh5zRLVI,60000,DciEbBIxss,,i7wTLwzLRd,g0aR0DnUPe,0,TRUE,,FALSE,0,x4b9uBC2qY,uaUSyBb9G0,lk2NpuKQch,,,1,2020,9,1,0
19,1.813e-319,9W2c0Ji52n,QlOx59tNYu,m1ADhIcPBm,3oQmXEMQVy,JRd9Jmtnwb,pI9DHBb1t0,3.4587e-319,ehNl67yBx0,TDc1KRL4Kt,sMgvMcCfaS,AEA1qaUtF3,OLSTA3nYlX,ufwcbcYhcS,0,RctEnJk4Gc,0,ZE19qZ1zwj,1.99766e-319,0,7O9wDLwCUF,,qXMRrSAtZi,pyOi3GiO4l,xK4D53AUO8,,Azq2iF4pts,R4d13lsrak,2vtRwyToEE,bw5znlC8Wo,CvdCYFZIgz,Yo8RgK5P5J,,njqmDgNX0e,0,0,0,NrtNsWYHTW,olzh5zRLVI,10000,DciEbBIxss,,CN98MF9Oi1,g0aR0DnUPe,0,TRUE,,FALSE,0,5a74hjKC3k,qqaERVXSvg,gkprjXtURc,lwzWLhzGM3,,1,2020,9,1,0
20,3.771e-320,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,3.07926e-319,0,7O9wDLwCUF,,qXMRrSAtZi,ZEUff1TEPs,V7fKMEdOBU,,XK06lIGUk6,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,1000,DciEbBIxss,,i7wTLwzLRd,g0aR0DnUPe,0,TRUE,,FALSE,0,NtCJZcQWKn,fCkCAHYs10,F5Re0VquMc,,,1,2020,9,1,0
21,1.89973e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,5.26956e-319,0,7O9wDLwCUF,,qXMRrSAtZi,CZ2gDXcCOU,iPLSvx5b7H,,TVMg100Dgu,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,5000,DciEbBIxss,,67ehfFAJYx,g0aR0DnUPe,0,TRUE,,FALSE,0,NtCJZcQWKn,U7Bc470vbv,Hg3lYpNhK3,,,1,2020,9,1,0
22,4.9975e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,3.1487e-319,0,7O9wDLwCUF,,qXMRrSAtZi,vCjL4y8DAT,1cFOfwx7w1,,K3yDyWPMGZ,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,3000,DciEbBIxss,,i7wTLwzLRd,g0aR0DnUPe,0,TRUE,,FALSE,0,NtCJZcQWKn,U7Bc470vbv,G7yCmYPIKL,,,1,2020,9,1,0
23,5.1462e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,,0,7O9wDLwCUF,,qXMRrSAtZi,VdSZNLWa1O,AZxXI0yRa5,,gjDZOqq4T9,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,8500,DciEbBIxss,,i7wTLwzLRd,g0aR0DnUPe,0,TRUE,,FALSE,0,NtCJZcQWKn,U7Bc470vbv,AGw0o9kkIH,,,1,2020,9,1,0
24,6.57137e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,,0,7O9wDLwCUF,,qXMRrSAtZi,xRnpUtsx5u,0wwjHC0SQQ,,bd0pmJNVoj,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,3000,DciEbBIxss,,67ehfFAJYx,g0aR0DnUPe,0,TRUE,,FALSE,0,vmSj2bdeqi,QKEkQ7jTKp,JxdFpnx37G,,,1,2020,9,1,0
25,3.60505e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,3.1083e-319,0,7O9wDLwCUF,,qXMRrSAtZi,aYzTkIpOX9,vrKJo6S5go,,iNCLSjbbRl,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,8500,DciEbBIxss,,67ehfFAJYx,g0aR0DnUPe,0,TRUE,,FALSE,0,vmSj2bdeqi,QKEkQ7jTKp,DuZdpNVWyA,,,1,2020,9,1,0
26,2.20393e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,5.43e-322,0,7O9wDLwCUF,,qXMRrSAtZi,UQF77J9uOm,7NTtRBqAoE,,OSuwlUQ1xh,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,4300,DciEbBIxss,,67ehfFAJYx,g0aR0DnUPe,0,TRUE,,FALSE,0,vmSj2bdeqi,QKEkQ7jTKp,m7SUqeTWJI,,,1,2020,9,1,0
27,,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,7.45e-321,0,7O9wDLwCUF,,qXMRrSAtZi,8JlZ66nPUy,DnaSanbjWh,,31JvDtWjvk,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,1000,DciEbBIxss,,67ehfFAJYx,g0aR0DnUPe,0,TRUE,,FALSE,0,vmSj2bdeqi,QKEkQ7jTKp,TgP8MRzskE,,,1,2020,9,1,0
28,2.22033e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,5.92894e-319,0,7O9wDLwCUF,,qXMRrSAtZi,kyYkG8xcXq,MANkzZ0S4v,,MNHF9sFvKf,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,7500,DciEbBIxss,,67ehfFAJYx,g0aR0DnUPe,0,TRUE,,FALSE,0,bYm7RBeh8y,SIjMcSs9zz,vsK1etjJRt,,,1,2020,9,1,0
29,3.3716e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,2.2758e-319,0,7O9wDLwCUF,,qXMRrSAtZi,V1SYwHFWDt,uTMGa1JfJm,,b2ZREHNkE6,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,3000,DciEbBIxss,,i7wTLwzLRd,g0aR0DnUPe,0,TRUE,,FALSE,0,vmSj2bdeqi,QKEkQ7jTKp,4SWPifMtA3,,,1,2020,9,1,0
30,5.33077e-319,8Xq9jXOrPz,58BeNTnrHH,m1ADhIcPBm,qvBV1KfivX,VCgpaTClQP,pI9DHBb1t0,3.4587e-319,UeNyzu4HX3,TDc1KRL4Kt,sMgvMcCfaS,udP3YfilHL,OLSTA3nYlX,ufwcbcYhcS,0,yzDJB5dWeP,0,Nt4RQXDroL,,0,7O9wDLwCUF,,qXMRrSAtZi,6YYsPbkWM8,7jJvtXLdRq,,2HpzVD628L,R4d13lsrak,hescjBeVgU,h3INKXQeI9,CvdCYFZIgz,Yo8RgK5P5J,,,0,0,0,7SutruQTLg,Bow5aMj8qT,2300,DciEbBIxss,,67ehfFAJYx,g0aR0DnUPe,0,TRUE,,FALSE,0,vmSj2bdeqi,QKEkQ7jTKp,KTploY0xzd,4PFSvmcChx,,1,2020,9,1,0
